Company,Ticker,Market Cap,Price,Daily Change (%),Country
Jardine Matheson,J36.SI,36860000000.0,51.13,1.29,Hong Kong
CIBC,CM,36770000000.0,40.58,2.73,Canada
East Money Information,300059.SZ,36750000000.0,2.78,0.15,China
Prudential Financial,PRU,36750000000.0,99.88,1.54,USA
TE Connectivity,TEL,36680000000.0,115.64,3.04,Switzerland
Denso,6902.T,36660000000.0,48.87,0.55,Japan
Lonza,LONN.SW,36630000000.0,493.84,0.98,Switzerland
Banco Bilbao Vizcaya Argentaria,BBVA,36630000000.0,6.05,1.0,Spain
Energy Transfer Partners,ET,36620000000.0,11.86,1.63,USA
Yum! Brands,YUM,36610000000.0,129.99,0.53,USA
Ping An Bank,000001.SZ,36610000000.0,1.89,1.0,China
Allstate,ALL,36170000000.0,136.42,0.73,USA
Anta Sports,AS7.F,36170000000.0,12.85,0.17,China
Bank of China (Hong Kong),2388.HK,36080000000.0,3.41,0.56,Hong Kong
Enphase Energy,ENPH,36080000000.0,265.49,0.71,USA
Adani Transmission,ADANITRANS.NS,36030000000.0,32.31,0.14,India
Asian Paints,ASIANPAINT.NS,36000000000.0,37.54,0.29,India
Las Vegas Sands,LVS,35970000000.0,47.08,1.95,USA
Xiaomi,XIACF,35890000000.0,1.4,0.0,China
Neste,NESTE.HE,35770000000.0,46.58,0.34,Finland
Dow,DOW,35640000000.0,50.65,1.32,USA
Larsen & Toubro,LT.NS,35640000000.0,25.36,0.59,India
Hapag-Lloyd,HLAG.DE,35480000000.0,194.96,1.62,Germany
Mizuho Financial Group,MFG,35480000000.0,2.8,0.0,Japan
Wesfarmers,WES.AX,35400000000.0,31.2,0.37,Australia
Capital One,COF,35370000000.0,92.67,3.31,USA
Japan Tobacco,2914.T,35300000000.0,19.9,0.56,Japan
Halliburton,HAL,35290000000.0,38.87,2.07,USA
Jiangsu Hengrui Medicine,600276.SS,35240000000.0,5.52,1.05,China
Naspers,NPSNY,35220000000.0,33.58,3.35,South Africa
Carrier,CARR,34990000000.0,41.85,2.17,USA
ENGIE,ENGI.PA,34940000000.0,14.35,0.59,France
LG Chem,051910.KS,34890000000.0,473.0,0.33,S. Korea
Pacific Gas and Electric,PCG,34680000000.0,16.34,1.11,USA
YANGHE,002304.SZ,34670000000.0,23.01,0.4,China
DSV,DSV.VI,34620000000.0,159.43,0.1,Denmark
Axis Bank,AXISBANK.BO,34540000000.0,11.29,0.1,India
Waste Connections,WCN,34330000000.0,133.51,0.79,USA
Paccar,PCAR,34280000000.0,98.59,0.66,USA
Nucor,NUE,34259999999.999996,133.56,0.09,USA
Consolidated Edison,ED,34240000000.000004,96.49,0.54,USA
WuXi AppTec,2359.HK,34220000000.0,10.58,0.0,China
TransDigm,TDG,34159999999.999996,628.4,1.08,USA
HCL Technologies,HCLTECH.NS,34110000000.0,12.57,0.42,India
Alcon,ALC,34100000000.0,69.09,2.51,Switzerland
Cummins,CMI,34080000000.0,241.73,0.18,USA
Hilton Worldwide,HLT,34080000000.0,126.04,1.63,USA
Dupont De Nemours,DD,34060000000.000004,68.58,1.15,USA
Danone,BN.PA,34000000000.0,53.03,0.74,France
IDEXX Laboratories,IDXX,33979999999.999996,410.38,2.61,USA
Hoya,7741.T,33850000000.0,95.0,0.2,Japan
Electronic Arts,EA,33729999999.999996,122.19,2.22,USA
Manulife Financial,MFC,33670000000.0,17.96,2.05,Canada
AmerisourceBergen,ABC,33549999999.999996,166.05,0.78,USA
Constellation Software,CSU.TO,33470000000.0,1580.0,0.96,Canada
Ameriprise Financial,AMP,33229999999.999996,312.31,2.55,USA
WuXi Biologics,WXXWY,33220000000.0,15.43,6.27,China
Atlassian,TEAM,33130000000.000004,129.68,5.17,Australia
Otis Worldwide,OTIS,32930000000.0,79.07,2.16,USA
MTR Corporation,0066.HK,32900000000.0,5.31,0.49,Hong Kong
STMicroelectronics,STM,32840000000.000004,35.73,2.73,Switzerland
DMart,DMART.NS,32710000000.0,50.5,0.0,India
Mettler-Toledo,MTD,32700000000.000004,1467.0,2.58,USA
China State Construction Engineering,601668.SS,32640000000.0,0.78,2.07,China
BAE Systems,BSP.F,32600000000.0,10.59,0.61,UK
MPLX,MPLX,32450000000.000004,32.35,1.32,USA
MediaTek,2454.TW,32320000000.0,20.31,0.64,Taiwan
Luxshare Precision,002475.SZ,32320000000.0,4.55,1.0,China
Walgreens Boots Alliance,WBA,32310000000.000004,37.47,0.29,USA
Ametek,AME,32229999999.999996,140.37,1.45,USA
Japan Post Bank,7182.T,32000000000.0,8.43,0.8,Japan
AIER Eye Hospital,300015.SZ,31970000000.0,4.45,1.24,China
Deutsche Börse,DB1.DE,31950000000.0,174.05,0.46,Germany
Kroger,KR,31930000000.0,44.62,0.09,USA
Haier Smart Home,600690.SS,31880000000.0,3.51,0.93,China
Hang Seng Bank,0011.HK,31840000000.0,16.66,0.54,Hong Kong
Experian,EXPGF,31770000000.0,34.49,1.01,Ireland
Crédit Agricole,ACA.PA,31740000000.0,10.5,0.2,France
Illumina,ILMN,31710000000.0,201.64,5.68,USA
Brown Forman,BF-A,31710000000.0,66.04,1.06,USA
Old Dominion Freight Line,ODFL,31660000000.0,286.58,1.53,USA
Dollar Tree,DLTR,31620000000.0,142.99,1.02,USA
CoStar Group,CSGP,31580000000.0,77.67,2.13,USA
Singtel,Z74.SI,31530000000.0,1.91,0.39,Singapore
Holcim Group,HOLN.SW,31450000000.0,51.74,0.56,Switzerland
Marvell Technology Group,MRVL,31360000000.0,36.76,3.9,USA
Telstra,TLS.AX,31330000000.0,2.71,0.25,Australia
NatWest Group,NWG,31310000000.0,6.48,0.47,UK
VICI Properties,VICI,31210000000.0,32.41,0.68,USA
Welltower,WELL,31100000000.0,65.83,1.53,USA
Murata Manufacturing (Murata Seisakusho),6981.T,31020000000.0,49.26,0.24,Japan
Banco Bradesco,BBD,31010000000.0,2.91,0.34,Brazil
Airports of Thailand,AOT.BK,30970000000.0,2.17,1.31,Thailand
Barclays,BCS,30940000000.0,7.8,0.78,UK
CITIC Bank,601998.SS,30930000000.0,0.71,1.01,China
PSEG,PEG,30850000000.0,61.83,0.88,USA
Maruti Suzuki India,MARUTI.NS,30820000000.0,102.04,0.08,India
D. R. Horton,DHI,30800000000.0,89.4,1.86,USA
Samsung SDI,006405.KS,30790000000.0,218.37,2.46,S. Korea
Keysight,KEYS,30780000000.0,172.2,2.71,USA
CITIC limited,0267.HK,30750000000.0,1.06,1.35,China
SBA Communications,SBAC,30750000000.0,284.89,2.22,USA
WEG ON,WEGE3.SA,30730000000.0,7.33,0.49,Brazil
DNB,DNB.OL,30720000000.0,19.82,0.05,Norway
Bank of Ningbo,002142.SZ,30720000000.0,4.65,0.81,China
ResMed,RMD,30660000000.0,209.37,1.75,USA
Shanghai Pudong Development Bank,600000.SS,30630000000.0,1.04,0.55,China
Barrick Gold,GOLD,30570000000.0,17.25,0.23,Canada
Interactive Brokers,IBKR,30400000000.0,72.94,0.3,USA
Nasdaq,NDAQ,30390000000.0,61.87,1.93,USA
Great Wall Motors,601633.SS,30370000000.0,4.25,1.09,China
China Pacific Insurance,601601.SS,30370000000.0,3.52,2.72,China
WEC Energy Group,WEC,30090000000.0,95.41,0.36,USA
JD Health,6618.HK,29950000000.0,9.16,0.0,China
RWE,RWE.DE,29940000000.0,44.29,0.55,Germany
Bajaj Finserv,BAJAJFINSV.NS,29940000000.0,18.78,2.78,India
Vanke,2202.HK,29870000000.0,2.03,2.2,China
Rockwell Automation,ROK,29790000000.0,259.63,1.74,USA
Bank Mandiri,PPERF,29770000000.0,0.63,0.0,Indonesia
Vestas Wind Systems,VWSB.F,29760000000.0,28.95,1.27,Denmark
Digital Realty,DLR,29760000000.0,101.3,1.91,USA
Cement Roadstone Holding,CRH,29730000000.0,39.92,1.37,Ireland
PPG Industries,PPG,29700000000.0,126.4,1.71,USA
Sea (Garena),SE,29660000000.0,52.81,7.95,Singapore
Eversource Energy,ES,29630000000.0,85.08,0.95,USA
The People's Insurance Company (PICC),601319.SS,29500000000.0,0.75,2.76,China
Oneok,OKE,29470000000.0,65.95,2.23,USA
Baker Hughes,BKR,29420000000.0,29.18,2.21,USA
Nidec,6594.T,29410000000.0,51.14,0.19,Japan
Restaurant Brands International,QSR,29360000000.0,64.99,0.62,Canada
Cognizant Technology Solutions ,CTSH,29360000000.0,57.13,2.79,USA
GlobalFoundries,GFS,29330000000.0,53.81,2.91,USA
Alnylam Pharmaceuticals,ALNY,29280000000.0,238.05,2.78,USA
Japan Post Holdings,6178.T,29200000000.0,8.3,0.18,Japan
CaixaBank,CABK.MC,29190000000.0,3.89,0.3,Spain
Copart,CPRT,29160000000.0,61.23,2.12,USA
People’s Insurance Company of China,1339.HK,29100000000.0,0.33,0.39,China
Sun Pharmaceutical,SUNPHARMA.NS,29040000000.0,12.11,0.1,India
China Overseas Land & Investment,0688.HK,28930000000.0,2.64,2.23,Hong Kong
Galaxy Entertainment,0027.HK,28920000000.0,6.62,0.58,Hong Kong
Chunghwa Telecom,CHT,28920000000.0,36.74,0.57,Taiwan
Loblaw Companies,L.TO,28820000000.0,88.97,1.35,Canada
Genmab,GMAB,28800000000.0,42.56,1.33,Denmark
Hexagon,HXGBF,28780000000.0,10.58,1.39,Sweden
State Street Corporation,STT,28740000000.0,78.34,1.95,USA
Grupo México,GMBXF,28690000000.0,3.65,2.67,Mexico
Capgemini,CAP.PA,28650000000.0,167.59,0.6,France
Ahold Delhaize,AD.AS,28650000000.0,28.85,0.97,Netherlands
Henkel,HEN3.DE,28610000000.0,68.96,1.28,Germany
Givaudan,GIVN.SW,28520000000.0,3091.0,0.31,Switzerland
Dell,DELL,28510000000.0,39.82,2.73,USA
Yili Group,600887.SS,28490000000.0,4.44,0.42,China
Imperial Oil,IMO,28490000000.0,48.52,1.63,Canada
Swisscom,SCMN.SW,28420000000.0,548.66,0.59,Switzerland
W. W. Grainger,GWW,28400000000.0,562.22,0.93,USA
Fomento Económico Mexicano,FMX,28390000000.0,79.35,0.7,Mexico
Constellation Energy,CEG,28370000000.0,86.77,0.18,USA
Generali,G.MI,28330000000.0,17.86,0.48,Italy
Fanuc,6954.T,28290000000.0,148.32,0.68,Japan
American Water Works,AWK,28140000000.0,154.78,1.08,USA
Hyundai,HYMTF,27990000000.0,30.12,0.12,S. Korea
Kühne + Nagel,KNIN.SW,27950000000.0,233.78,0.18,Switzerland
Vodafone,VOD,27900000000.0,10.21,1.49,UK
Telus,TU,27860000000.0,19.49,1.51,Canada
Verisk Analytics,VRSK,27840000000.0,178.06,2.2,USA
Titan Company,TITAN.NS,27820000000.0,31.34,1.56,India
Woolworths Group,WOW.AX,27740000000.0,22.81,0.21,Australia
Cheniere Energy,CQP,27700000000.0,57.23,2.14,USA
Mobileye,MBLY,27670000000.0,34.51,2.77,Israel
Sun Life Financial,SLF,27630000000.0,46.82,1.5,Canada
UniCredit,UCG.MI,27490000000.0,14.21,0.02,Italy
PTT PCL,PTT-R.BK,27460000000.0,0.96,1.53,Thailand
Astellas Pharma,4503.T,27410000000.0,15.0,0.91,Japan
Swiss Re,SREN.SW,27320000000.0,94.57,0.73,Switzerland
Fastenal,FAST,27240000000.0,47.56,1.54,USA
SMC corp,6273.T,27140000000.0,415.6,0.48,Japan
Transurban,TCL.AX,27120000000.0,8.82,0.54,Australia
Sampo,SAMPO.HE,27110000000.0,52.71,0.02,Finland
ON Semiconductor,ON,27110000000.0,62.71,4.03,USA
Corning,GLW,27040000000.0,31.98,1.78,USA
LyondellBasell,LYB,26990000000.0,82.9,0.97,USA
KBC,KBCSF,26920000000.0,64.45,0.0,Belgium
Thales,HO.PA,26900000000.0,126.77,0.5,France
Gartner,IT,26880000000.0,340.22,2.21,USA
KONE,KNEBV.HE,26860000000.0,51.96,0.27,Finland
Zimmer Biomet,ZBH,26820000000.0,127.83,1.46,USA
Global Payments,GPN,26820000000.0,99.2,2.94,USA
Orange,ORAN,26810000000.0,9.96,1.22,France
International Flavors & Fragrances,IFF,26800000000.0,105.12,2.01,USA
Nokia,NOK,26650000000.0,4.68,2.63,Finland
Discover Financial Services,DFS,26620000000.0,97.45,2.28,USA
HP,HPQ,26550000000.0,27.04,1.88,USA
Willis Towers Watson ,WTW,26540000000.0,245.24,1.79,UK
Shenzhen Inovance,300124.SZ,26490000000.0,9.96,0.54,China
Wolters Kluwer,WOSB.F,26440000000.0,105.54,0.88,Netherlands
Ferguson,FERG,26430000000.0,127.51,2.25,UK
Franco-Nevada,FNV,26360000000.0,136.71,0.04,Canada
Foxconn Industrial Internet,601138.SS,26130000000.0,1.32,1.21,China
Wipro,WIT,26090000000.0,4.65,1.75,India
EQT,EQT.ST,26090000000.0,21.66,0.09,Sweden
Gree Electric Appliances,000651.SZ,26090000000.0,4.63,0.5,China
Coupang,CPNG,25950000000.0,14.66,0.41,S. Korea
Beiersdorf,BEI.DE,25930000000.0,114.34,0.28,Germany
Sartorius,SRT.DE,25900000000.0,359.62,0.75,Germany
E.ON,EOAN.DE,25850000000.0,9.91,1.11,Germany
Lennar,LEN,25830000000.0,90.67,2.45,USA
Daimler Truck,DTG.F,25770000000.0,31.32,0.1,Germany
Baxter,BAX,25770000000.0,51.12,1.51,USA
Horizon Therapeutics,HZNP,25760000000.0,113.51,0.02,Ireland
Intact Financial,IFC.TO,25640000000.0,146.34,0.5,Canada
Fujitsu,6702.T,25640000000.0,131.72,1.07,Japan
Saudi Electricity,5110.SR,25620000000.0,6.15,0.43,Saudi Arabia
Compagnie de Saint-Gobain,SGO.PA,25490000000.0,49.27,0.44,France
Albemarle,ALB,25470000000.0,217.47,1.6,USA
Aptiv,APTV,25410000000.0,93.81,3.91,Ireland
Veeva Systems,VEEV,25400000000.0,163.18,1.41,USA
Riyad Bank,1010.SR,25390000000.0,8.47,3.05,Saudi Arabia
Coca-Cola European Partners,CCEP,25370000000.0,55.41,0.05,UK
Ashtead,0LC.F,25340000000.0,57.62,0.93,UK
Naturgy,NTGY.MC,25320000000.0,26.36,0.8,Spain
M&T Bank,MTB,25110000000.0,145.47,1.32,USA
Tractor Supply,TSCO,25070000000.0,226.98,3.22,USA
Skandinaviska Enskilda Banken,SEBA.F,24940000000.0,11.57,0.37,Sweden
EnBW Energie,EBK.DE,24910000000.0,91.99,0.23,Germany
T. Rowe Price,TROW,24870000000.0,111.33,3.01,USA
Hormel Foods,HRL,24860000000.0,45.51,0.31,USA
Formosa Petrochemical,6505.TW,24850000000.0,2.61,0.75,Taiwan
Diamondback Energy,FANG,24790000000.0,136.28,1.35,USA
Coloplast,CBHD.F,24760000000.0,117.81,0.73,Denmark
Genuine Parts Company,GPC,24730000000.0,175.24,0.03,USA
Adidas,ADS.DE,24700000000.0,135.33,1.22,Germany
United Rentals,URI,24680000000.0,356.21,1.23,USA
Edison International,EIX,24590000000.0,64.4,0.18,USA
CrowdStrike,CRWD,24510000000.0,104.57,4.61,USA
CBRE Group,CBRE,24500000000.0,77.55,2.84,USA
Flutter Entertainment,PPBA.F,24430000000.0,66.16,0.81,Ireland
Kellogg's,K,24390000000.0,71.47,0.35,USA
CDW Corporation,CDW,24350000000.0,179.86,2.5,USA
UltraTech Cement,ULTRACEMCO.NS,24330000000.0,84.4,0.01,India
The Hartford,HIG,24290000000.0,76.38,0.92,USA
Delta Electronics,2308.TW,24180000000.0,9.31,1.96,Taiwan
FirstEnergy,FE,24150000000.0,42.25,0.43,USA
BTG Pactual,BPAC3.SA,24150000000.0,2.46,4.79,Brazil
SMIC,MKN2.F,24140000000.0,2.1,3.07,China
SAIC Motor,600104.SS,24130000000.0,2.07,0.56,China
Equifax,EFX,24090000000.0,196.79,3.46,USA
Entergy,ETR,24060000000.0,114.09,0.99,USA
Bridgestone,5108.T,24000000000.0,35.08,0.32,Japan
Hannover Rück,HNR1.DE,23980000000.0,198.91,0.27,Germany
Assa Abloy,ASAZF,23930000000.0,21.83,0.37,Sweden
Agnico Eagle Mines,AEM,23920000000.0,52.15,0.23,Canada
Telkom Indonesia,TLK,23890000000.0,23.68,1.11,Indonesia
BeiGene,BGNE,23870000000.0,223.81,2.03,China
Central Japan Railway,9022.T,23840000000.0,121.17,0.12,Japan
Seagen,SGEN,23830000000.0,128.37,2.58,USA
Alexandria Real Estate Equities,ARE,23820000000.0,145.2,2.08,USA
Maybank,MLYBY,23800000000.0,3.88,0.51,Malaysia
Imperial Brands,ITBA.F,23660000000.0,24.76,0.0,UK
ULTA Beauty,ULTA,23650000000.0,464.83,0.28,USA
Deutsche Bank,DB,23600000000.0,11.43,1.69,Germany
Trip.com,TCOM,23560000000.0,34.73,0.52,China
Cellnex Telecom,CLNX.MC,23520000000.0,33.3,0.92,Spain
Datadog,DDOG,23480000000.0,73.94,5.87,USA
Equity Residential,EQR,23450000000.0,59.84,1.8,USA
Amadeus IT Group,AMS.MC,23440000000.0,52.11,0.95,Spain
Vulcan Materials,VMC,23390000000.0,176.03,1.11,USA
Yum China,YUMC,23380000000.0,55.9,0.22,China
Partners Group,PGHN.SW,23370000000.0,896.41,0.17,Switzerland
Arch Capital,ACGL,23340000000.0,63.11,0.81,Bermuda
Sandvik,SAND.ST,23270000000.0,18.4,0.26,Sweden
Ameren,AEE,23260000000.0,90.01,0.7,USA
Raymond James,RJF,23220000000.0,107.99,1.63,USA
DTE Energy,DTE,23090000000.0,119.18,0.81,USA
Weyerhaeuser,WY,23040000000.0,31.32,2.25,USA
Dai-ichi Life Holdings,8750.T,23020000000.0,22.39,0.66,Japan
CK Hutchison Holdings,0001.HK,23020000000.0,6.01,0.64,Hong Kong
Rogers Communication,RCI,23020000000.0,45.05,1.51,Canada
Nestlé India,NESTLEIND.NS,22940000000.0,237.95,0.61,India
Fortive,FTV,22900000000.0,64.75,2.05,USA
National Bank of Canada,NA.TO,22850000000.0,67.86,0.75,Canada
AvalonBay Communities,AVB,22750000000.0,162.65,1.98,USA
China Resources Beer,0291.HK,22700000000.0,7.0,2.33,Hong Kong
Warner Bros. Discovery,WBD,22690000000.0,9.43,6.31,USA
eBay,EBAY,22690000000.0,41.82,4.76,USA
Fubon Financial,2881.TW,22670000000.0,1.83,0.54,Taiwan
Sirius XM,SIRI,22630000000.0,5.82,1.57,USA
McCormick & Company,MKC,22580000000.0,84.14,1.56,USA
Sociedad Química y Minera,SQM,22530000000.0,78.88,2.9,Chile
First Republic Bank,FRC,22490000000.0,122.99,3.55,USA
Unicharm,8113.T,22480000000.0,37.9,1.03,Japan
ZTO Express,ZTO,22460000000.0,26.88,1.82,China
JSW Steel,JSWSTEEL.NS,22410000000.0,9.3,0.05,India
Fifth Third Bank,FITB,22410000000.0,32.81,1.3,USA
Oil & Natural Gas,ONGC.NS,22370000000.0,1.78,1.73,India
SSE,SCT.F,22350000000.0,20.49,1.03,UK
Olympus,7733.T,22330000000.0,17.59,1.09,Japan
Canon,CAJ,22220000000.0,21.58,0.23,Japan
COSCO Shipping,601919.SS,22220000000.0,1.48,1.48,China
The Trade Desk,TTD,22190000000.0,45.34,4.66,USA
Goodman Group,GMG.AX,22180000000.0,11.8,0.06,Australia
CK Asset Holdings,1113.HK,22160000000.0,6.17,0.1,Hong Kong
ArcelorMittal,MT,22160000000.0,26.47,1.57,Luxembourg
China Securities,601066.SS,22110000000.0,3.41,0.17,China
Tyson Foods,TSN,22110000000.0,61.79,0.98,USA
China Everbright Bank,601818.SS,22060000000.0,0.44,0.99,China
Repsol,REP.MC,21990000000.0,15.97,0.13,Spain
Standard Chartered,STAN.L,21980000000.0,7.6,0.44,UK
PPL,PPL,21830000000.0,29.66,0.75,USA
CNH Industrial,CNHI,21790000000.0,16.21,1.5,UK
VeriSign,VRSN,21770000000.0,205.38,2.11,USA
Great-West Lifeco,GWO.TO,21740000000.0,23.33,0.54,Canada
Epiroc,EPI-A.ST,21720000000.0,18.63,0.34,Sweden
Legrand,LR.PA,21690000000.0,81.06,0.42,France
EDP Renováveis,EDPR.LS,21590000000.0,22.36,1.4,Spain
Koninklijke DSM,DSM.AS,21380000000.0,123.41,0.77,Netherlands
Ingersoll Rand,IR,21370000000.0,52.79,2.03,Ireland
Adani Ports & SEZ,ADANIPORTS.NS,21360000000.0,9.89,0.13,India
Banorte,GFNORTEO.MX,21340000000.0,7.4,0.91,Mexico
The Saudi British Bank ,1060.SR,21300000000.0,10.37,1.56,Saudi Arabia
Telefónica,TEF,21280000000.0,3.62,2.26,Spain
UDR Apartments,UDR,21230000000.0,38.91,2.56,USA
Ansys,ANSS,21210000000.0,243.56,3.91,USA
East Japan Railway,9020.T,21210000000.0,56.23,0.04,Japan
Tenaris,TS,21200000000.0,35.3,1.41,Luxembourg
Evolution Gaming,EVO.ST,21180000000.0,98.23,0.04,Sweden
Techtronic Industries,TIB1.F,21160000000.0,11.31,1.44,Hong Kong
Martin Marietta,MLM,21150000000.0,340.66,0.82,USA
Delta Air Lines,DAL,20980000000.0,32.73,2.31,USA
Naver,035420.KS,20980000000.0,139.93,1.39,S. Korea
Argenx,ARGX,20960000000.0,375.79,1.72,Netherlands
Extra Space Storage,EXR,20930000000.0,149.01,2.53,USA
Principal,PFG,20920000000.0,85.51,1.32,USA
Terumo,4543.T,20890000000.0,28.01,0.16,Japan
LabCorp,LH,20860000000.0,235.49,1.82,USA
Mitsubishi Electric,6503.T,20740000000.0,9.82,0.83,Japan
Anhui Conch Cement,AHCHF,20670000000.0,3.47,0.0,China
Ecopetrol,EC,20590000000.0,10.02,0.7,Colombia
Shanghai Airport,600009.SS,20590000000.0,8.27,0.52,China
Waters Corporation,WAT,20540000000.0,345.88,1.52,USA
Sumitomo,8053.T,20520000000.0,16.42,0.54,Japan
NIBE Industrier,NIBE-B.ST,20510000000.0,10.25,1.57,Sweden
Insulet,PODD,20490000000.0,295.04,1.72,USA
CGI,GIB,20470000000.0,86.29,1.65,Canada
Yankuang Energy (Yanzhou Coal Mining),600188.SS,20430000000.0,4.81,0.94,China
China Minsheng Bank,600016.SS,20430000000.0,0.49,0.58,China
Chow Tai Fook,1929.HK,20420000000.0,2.04,0.38,Hong Kong
Hewlett Packard Enterprise,HPE,20400000000.0,15.92,2.25,USA
Huntington Bancshares,HBAN,20400000000.0,14.14,1.14,USA
Quanta Services,PWR,20390000000.0,142.7,0.98,USA
Cardinal Health,CAH,20370000000.0,77.72,1.12,USA
PTT Exploration and Production,PTTEP.BK,20350000000.0,5.13,1.14,Thailand
Komatsu,6301.T,20330000000.0,21.51,0.86,Japan
Ericsson,ERIC,20320000000.0,5.92,2.78,Sweden
Ares Management,ARES,20280000000.0,68.67,3.54,USA
NTT Data,9613.T,20260000000.0,14.45,0.62,Japan
FirstRand,FSRA.F,20220000000.0,3.61,1.17,South Africa
Michelin,ML.PA,20200000000.0,28.33,0.93,France
Regions Financial,RF,20200000000.0,21.62,1.74,USA
Svenska Handelsbanken,SVHH.F,20130000000.0,10.06,0.7,Sweden
Xylem,XYL,20110000000.0,111.64,2.48,USA
Atlantia,ATL.MI,20080000000.0,24.53,0.0,Italy
Société Générale,GLE.PA,20030000000.0,25.11,0.36,France
UPM-Kymmene,UPM.HE,19990000000.0,37.49,0.06,Finland
Endesa,ELE.MC,19970000000.0,18.87,1.12,Spain
EDP Group,EDP.F,19930000000.0,5.03,1.07,Portugal
Church & Dwight,CHD,19890000000.0,81.58,0.82,USA
Zoom,ZM,19870000000.0,68.0,4.04,USA
Schindler Group,SCHN.SW,19870000000.0,181.44,0.12,Switzerland
Fujifilm,4901.T,19860000000.0,49.54,0.36,Japan
Trina Solar,688599.SS,19830000000.0,9.14,0.89,China
Southwest Airlines,LUV,19810000000.0,33.38,3.7,USA
Tesco,TSCDF,19780000000.0,2.64,1.47,UK
Copel,ELP,19780000000.0,7.23,0.0,Brazil
Longfor Group,RLF.F,19770000000.0,3.01,3.68,China
Aker BP,AKRBP.OL,19670000000.0,31.17,0.13,Norway
Li Auto,LI,19640000000.0,19.49,5.75,China
Teck Resources,TECK,19610000000.0,38.05,0.57,Canada
Swedbank,SWED-A.ST,19530000000.0,17.18,0.42,Sweden
CRRC,1766.HK,19530000000.0,0.4,0.96,China
Fortis,FTS,19520000000.0,40.39,0.67,Canada
NTPC Limited,NTPC.NS,19500000000.0,2.01,0.21,India
Molina Healthcare,MOH,19460000000.0,333.27,0.26,USA
W. R. Berkley,WRB,19440000000.0,73.24,0.6,USA
Citizens Financial Group,CFG,19430000000.0,39.47,1.28,USA
Wilmar International,F34.SI,19420000000.0,3.11,0.48,Singapore
Panasonic,6752.T,19380000000.0,8.3,0.85,Japan
Marubeni,8002.T,19360000000.0,11.33,0.3,Japan
Coterra Energy,CTRA,19330000000.0,24.52,0.62,USA
Shiseido,4911.T,19330000000.0,48.39,1.13,Japan
Banco do Brasil,BZLA.F,19300000000.0,6.56,3.91,Brazil
Air China,601111.SS,19250000000.0,1.52,0.76,China
DoorDash,DASH,19240000000.0,49.58,5.83,USA
AES,AES,19240000000.0,28.81,1.73,USA
Sany Heavy Industry,600031.SS,19240000000.0,2.27,0.89,China
Grupo Bimbo,BIMBOA.MX,19230000000.0,4.34,1.2,Mexico
CenterPoint Energy,CNP,19180000000.0,30.48,0.13,USA
Nexon,3659.T,19140000000.0,22.15,2.08,Japan
Dover,DOV,19130000000.0,136.34,2.3,USA
Ferrovial,FER.MC,19130000000.0,26.3,0.08,Spain
Ganfeng Lithium,002460.SZ,19070000000.0,9.97,2.5,China
ORIX,IX,19030000000.0,81.02,1.77,Japan
BioMarin Pharmaceutical,BMRN,19030000000.0,102.44,0.69,USA
Nu Holdings,NU,19020000000.0,4.06,3.84,Brazil
EPAM Systems,EPAM,19020000000.0,330.74,4.45,USA
Carlsberg,CBGA.F,18980000000.0,158.47,0.0,Denmark
Aena,AENA.MC,18960000000.0,126.45,0.55,Spain
China Unicom,0762.HK,18960000000.0,0.62,0.21,Hong Kong
Vonovia,VNA.DE,18830000000.0,23.67,1.07,Germany
Pembina Pipeline,PBA,18830000000.0,33.92,1.07,Canada
Mahindra & Mahindra,M&M.NS,18790000000.0,15.12,0.89,India
China Tower,0788.HK,18740000000.0,0.11,0.0,China
Kia,000270.KS,18740000000.0,46.75,2.63,S. Korea
Mid-America Apartment Communities,MAA,18710000000.0,157.74,2.5,USA
Paycom,PAYC,18710000000.0,311.87,3.05,USA
Hologic,HOLX,18700000000.0,76.1,1.55,USA
Z Holdings,4689.T,18690000000.0,2.48,0.21,Japan
Teledyne,TDY,18660000000.0,398.15,1.91,USA
Eisai,4523.T,18660000000.0,65.08,0.03,Japan
Northern Trust,NTRS,18640000000.0,89.48,2.78,USA
CMS Energy,CMS,18620000000.0,64.18,0.86,USA
Steris,STE,18580000000.0,186.2,2.11,Ireland
Conagra Brands,CAG,18580000000.0,38.77,0.31,USA
Antofagasta,ANTO.L,18540000000.0,18.81,2.14,UK
Saudi Arabian Fertilizer Company,2020.SR,18520000000.0,38.92,1.53,Saudi Arabia
BOE Technology,000725.SZ,18470000000.0,0.48,0.3,China
CLP Group,0002.HK,18440000000.0,7.3,0.98,Hong Kong
Invitation Homes,INVH,18430000000.0,30.03,3.16,USA
KE Holdings,BEKE,18390000000.0,14.25,0.14,China
Texas Pacific Land Trust,TPL,18380000000.0,2331.0,0.46,USA
China Railway Group,0390.HK,18370000000.0,0.53,0.24,China
Centrais Electricas Brasileiras,EBR,18340000000.0,7.97,1.12,Brazil
Essity,ESWB.F,18310000000.0,26.22,0.16,Sweden
J. B. Hunt,JBHT,18300000000.0,176.77,1.32,USA
Nan Ya Plastics,1303.TW,18290000000.0,2.31,0.85,Taiwan
